Unique Key,Word/Phrase,Pinyin,Part of Speech,Meaning,Lesson,Shelley's Notes,Level,Characters Learned Before,Type,Book
对话 (4.20),对话,duìhuà,v.,to have a dialogue,4.20,,,,New Word,4下
对面 (4.20),对面,duìmiàn,n.,"opposite, across",4.20,,,,New Word,4下
对于 (4.12),对于,duìyú,prep.,"for, to, with regard to",4.12,,,,New Word,4下
儿童 (4.15),儿童,értóng,n.,children,4.15,,,,New Word,4下
房东 (4.19),房东,fángdōng,n.,landlord/landlady,4.19,,,,New Word,4下
放暑假 (4.17),放暑假,fàngshǔjiǎ,,to be on summer vacation,4.17,,,,New Word,4下
否则 (4.11),否则,fǒuzé,conj.,"or, otherwise",4.11,,,,New Word,4下
父亲 (4.15),父亲,fùqīn,n.,father,4.15,,,,New Word,4下
付款 (4.18),付款,fùkuǎn,,to pay a sum of money,4.18,,,,New Word,4下
复印 (4.19),复印,fùyìn,v.,"to photocopy, to xerox",4.19,,,,New Word,4下
复杂 (4.11),复杂,fùzá,adj.,complicated,4.11,,,,New Word,4下
干杯 (4.20),干杯,gānbēi,v.,to drink a toast,4.20,,,,New Word,4下
赶 (4.15),赶,gǎn,v.,"to rush for, to hurry",4.15,,,,New Word,4下
敢 (4.16),敢,gǎn,v.,to dare,4.16,,,,New Word,4下
干 (4.17),干,gàn,v.,"to do, to act",4.17,,,,New Word,4下
高速公路 (4.20),高速公路,gāosùgōnglù,,expressway,4.20,,,,New Word,4下
胳膊 (4.19),胳膊,gēbo,n.,arm,4.19,,,,New Word,4下
公里 (4.17),公里,gōnglǐ,m.,kilometer,4.17,,,,New Word,4下
功夫 (4.19),功夫,gōngfu,n.,kung fu,4.19,,,,New Word,4下
鼓励 (4.14),鼓励,gǔlì,v.,to encourage,4.14,,,,New Word,4下
故意 (4.15),故意,gùyì,adv.,"intentionally, on purpose",4.15,,,,New Word,4下
挂 (4.16),挂,guà,v.,"to hang, to put up",4.16,,,,New Word,4下
观众 (4.13),观众,guānzhòng,n.,audience,4.13,,,,New Word,4下
管理 (4.15),管理,guǎnlǐ,v.,"to manage, to administer",4.15,,,,New Word,4下
广播 (4.17),广播,guǎngbō,n.,"broadcast, radio program",4.17,,,,New Word,4下
规定 (4.12),规定,guīdìng,n.,"rule, regulation",4.12,,,,New Word,4下
国籍 (4.19),国籍,guójí,n.,"nationality, citizenship",4.19,,,,New Word,4下
海洋 (4.17),海洋,hǎiyáng,n.,"sea, ocean",4.17,,,,New Word,4下
害羞 (4.15),害羞,hàixiū,v.,"to be shy, to be timid",4.15,,,,New Word,4下
寒假 (4.15),寒假,hánjià,n.,winter vacation,4.15,,,,New Word,4下
航班 (4.20),航班,hángbān,n.,scheduled flight,4.20,,,,New Word,4下
号码 (4.16),号码,hàomǎ,n.,number,4.16,,,,New Word,4下
合格 (4.20),合格,hégé,adj.,"qualified, up to standard",4.20,,,,New Word,4下
合适 (4.15),合适,héshì,adj.,"fit, suitable",4.15,,,,New Word,4下
盒子 (4.14),盒子,hézi,n.,"box, case",4.14,,,,New Word,4下
厚 (4.13),厚,hòu,adj.,"deep, profound",4.13,,,,New Word,4下
互联网 (4.13),互联网,Hùliánwǎng,n.,Internet,4.13,,,,New Word,4下
护士 (4.15),护士,hùshi,n.,nurse,4.15,,,,New Word,4下
怀疑 (4.15),怀疑,huáiyí,v.,"to suspect, to doubt",4.15,,,,New Word,4下
活泼 (4.17),活泼,huópo,adj.,"lively, vivacious",4.17,,,,New Word,4下
火 (4.18),火,huǒ,adj.,"hot, popular",4.18,,,,New Word,4下
基础 (4.13),基础,jīchǔ,n.,"basis, foundation",4.13,,,,New Word,4下
激动 (4.16),激动,jīdòng,adj.,"excited, emotional",4.16,,,,New Word,4下
记者 (4.16),记者,jìzhě,n.,"journalist, reporter",4.16,,,,New Word,4下
技术 (4.18),技术,jìshù,n.,technology,4.18,,,,New Word,4下
既然 (4.14),既然,jìrán,conj.,"since, as, now that",4.14,,,,New Word,4下
继续 (4.13),继续,jìxù,v.,"to go on, to continue",4.13,,,,New Word,4下
加油站 (4.20),加油站,jiāyóuzhàn,n.,gas station,4.20,,,,New Word,4下
假 (4.15),假,jiǎ,adj.,"false, fake",4.15,,,,New Word,4下
减少 (4.14),减少,jiǎnshǎo,v.,"to reduce, to decrease",4.14,,,,New Word,4下
降落 (4.18),降落,jiàngluò,v.,"to descend, to land",4.18,,,,New Word,4下
交通 (4.18),交通,jiāotōng,n.,"traffic, communication",4.18,,,,New Word,4下
郊区 (4.16),郊区,jiāoqū,n.,"suburb, outskirts",4.16,,,,New Word,4下
骄傲 (4.15),骄傲,jiāo'ào,adj.,"arrogant, conceited",4.15,,,,New Word,4下
饺子 (4.19),饺子,jiǎozi,n.,"jiaozi, dumpling",4.19,,,,New Word,4下
教育 (4.12),教育,jiàoyù,v.,to educate,4.12,,,,New Word,4下
接着 (4.18),接着,jiēzhe,adv.,"then, immediately after that",4.18,,,,New Word,4下
节 (4.12),节,jié,m.,"section, length",4.12,,,,New Word,4下
节约 (4.12),节约,jiéyuē,v.,"to economize, to save",4.12,,,,New Word,4下
解释 (4.12),解释,jiěshì,v.,to explain,4.12,,,,New Word,4下
进行 (4.13),进行,jìnxíng,v.,"to conduct, to carry out",4.13,,,,New Word,4下
禁止 (4.19),禁止,jìnzhǐ,v.,"to prohibit, to forbid",4.19,,,,New Word,4下
京剧 (4.13),京剧,Jīngjù,n.,Beijing opera,4.13,,,,New Word,4下
精彩 (4.11),精彩,jīngcǎi,adj.,"wonderful, splendid",4.11,,,,New Word,4下
警察 (4.18),警察,jǐngchá,n.,police,4.18,,,,New Word,4下
竞争 (4.17),竞争,jìngzhēng,v.,to compete,4.17,,,,New Word,4下
究竟 (4.20),究竟,jiūjìng,adv.,(used in questions for emphasis) exactly,4.20,,,,New Word,4下
举 (4.18),举,jǔ,v.,"to give, to enumerate",4.18,,,,New Word,4下
拒绝 (4.14),拒绝,jùjué,v.,"to refuse, to reject",4.14,,,,New Word,4下
开心 (4.13),开心,kāixīn,adj.,"happy, glad",4.13,,,,New Word,4下
看法 (4.11),看法,kànfǎ,n.,"viewpoint, opinion",4.11,,,,New Word,4下
烤鸭 (4.20),烤鸭,kǎoyā,n.,roast duck,4.20,,,,New Word,4下
棵 (4.20),棵,kē,m.,used for plants,4.20,,,,New Word,4下
可怜 (4.20),可怜,kělián,adj.,"pitiable, poor",4.20,,,,New Word,4下
可惜 (4.12),可惜,kěxī,adj.,"pitiful, regretful",4.12,,,,New Word,4下
客厅 (4.11),客厅,kètīng,n.,living room,4.11,,,,New Word,4下
空 (4.14),空,kōng,adj.,empty,4.14,,,,New Word,4下
恐怕 (4.16),恐怕,kǒngpà,adv.,(indicating an estimation) I guess...,4.16,,,,New Word,4下
苦 (4.13),苦,kǔ,adj.,bitter,4.13,,,,New Word,4下
矿泉水 (4.18),矿泉水,kuàngquánshuǐ,n.,mineral water,4.18,,,,New Word,4下
垃圾桶 (4.14),垃圾桶,lājītǒng,n.,"dustbin, trash can",4.14,,,,New Word,4下
辣 (4.20),辣,là,adj.,"hot, spicy",4.20,,,,New Word,4下
来得及 (4.11),来得及,láidejí,v.,there's still time (to do sth.),4.11,,,,New Word,4下
来自 (4.13),来自,láizì,v.,to be from,4.13,,,,New Word,4下
懒 (4.15),懒,lǎn,adj.,lazy,4.15,,,,New Word,4下
老虎 (4.17),老虎,lǎohǔ,n.,tiger,4.17,,,,New Word,4下
冷静 (4.16),冷静,lěngjìng,adj.,"calm, composed",4.16,,,,New Word,4下
礼貌 (4.16),礼貌,lǐmào,n.,polite,4.16,,,,New Word,4下
理发 (4.19),理发,lǐfà,v.,to get a haircut,4.19,,,,New Word,4下
力气 (4.12),力气,lìqi,n.,"physical strength, effort",4.12,,,,New Word,4下
厉害 (4.11),厉害,lìhai,adj.,"awesome, serious",4.11,,,,New Word,4下
连 (4.11),连,lián,prep.,even,4.11,,,,New Word,4下
凉快 (4.17),凉快,liángkuai,adj.,pleasantly cool,4.17,,,,New Word,4下
零钱 (4.19),零钱,língqián,n.,small change,4.19,,,,New Word,4下
流利 (4.11),流利,liúlì,adj.,fluent,4.11,,,,New Word,4下
旅行 (4.20),旅行,lǚxíng,v.,"to travel, to tour",4.20,,,,New Word,4下
马虎 (4.16),马虎,mǎhu,adj.,"careless, slipshod",4.16,,,,New Word,4下
毛 (4.17),毛,máo,n.,"hair, fur",4.17,,,,New Word,4下
毛巾 (4.14),毛巾,máojīn,n.,towel,4.14,,,,New Word,4下
美丽 (4.14),美丽,měilì,adj.,beautiful,4.14,,,,New Word,4下
梦 (4.17),梦,mèng,n.,dream,4.17,,,,New Word,4下
迷路 (4.18),迷路,mílù,v.,to lose one's way,4.18,,,,New Word,4下
密码 (4.18),密码,mìmǎ,n.,password,4.18,,,,New Word,4下
秒 (4.18),秒,miǎo,m.,"second, 1/60 minute",4.18,,,,New Word,4下
民族 (4.20),民族,mínzú,n.,"nationality, ethnic group",4.20,,,,New Word,4下
目的 (4.14),目的,mùdì,n.,"aim, purpose",4.14,,,,New Word,4下
难受 (4.17),难受,nánshòu,adj.,"sad, unhappy",4.17,,,,New Word,4下
內容 (4.11),內容,nèiróng,n.,content,4.11,,,,New Word,4下
弄 (4.15),弄,nòng,v.,"to do, to make",4.15,,,,New Word,4下
暖 (4.14),暖,nuǎn,adj.,warm,4.14,,,,New Word,4下
暖和 (4.17),暖和,nuǎnhuo,adj.,warm,4.17,,,,New Word,4下
偶尔 (4.13),偶尔,ǒu'ěr,adv.,"occasionally, once in a while",4.13,,,,New Word,4下
排队 (4.17),排队,páiduì,v.,"to form a line, to line up",4.17,,,,New Word,4下
排列 (4.17),排列,páiliè,v.,"to put in order, to arrange",4.17,,,,New Word,4下
批评 (4.15),批评,pīpíng,v.,to criticize,4.15,,,,New Word,4下
骗 (4.15),骗,piàn,v.,"to cheat, to deceive",4.15,,,,New Word,4下
乒乓球 (4.19),乒乓球,pīngpāngqiú,n.,"table tennis, ping-pong",4.19,,,,New Word,4下
破 (4.19),破,pò,adj.,"broken, torn",4.19,,,,New Word,4下
普遍 (4.13),普遍,pǔbiàn,adj.,"universal, common",4.13,,,,New Word,4下
普通话 (4.20),普通话,pǔtōnghuà,n.,Mandarin Chinese,4.20,,,,New Word,4下
千万 (4.15),千万,qiānwàn,adv.,"must, to be sure to",4.15,,,,New Word,4下
签证 (4.16),签证,qiānzhèng,n.,visa,4.16,,,,New Word,4下
敲 (4.15),敲,qiāo,v.,"to knock, to beat, to strike",4.15,,,,New Word,4下
桥 (4.18),桥,qiáo,n.,bridge,4.18,,,,New Word,4下
全部 (4.12),全部,quánbù,n.,"all, whole",4.12,,,,New Word,4下
然而 (4.11),然而,rán'ér,conj.,"but, however",4.11,,,,New Word,4下
热闹 (4.17),热闹,rènao,adj.,"busy, bustling",4.17,,,,New Word,4下
任务 (4.12),任务,rènwu,n.,"task, mission",4.12,,,,New Word,4下
扔 (4.14),扔,rēng,v.,to throw away,4.14,,,,New Word,4下
仍然 (4.17),仍然,réngrán,adv.,"still, yet",4.17,,,,New Word,4下
日记 (4.18),日记,rìjì,n.,"diary, journal",4.18,,,,New Word,4下
入口 (4.17),入口,rùkǒu,n.,entrance,4.17,,,,New Word,4下
森林 (4.17),森林,sēnlín,n.,forest,4.17,,,,New Word,4下
商量 (4.12),商量,shāngliang,v.,"to discuss, to consult",4.12,,,,New Word,4下
稍微 (4.13),稍微,shāowēi,adv.,"a little, slightly",4.13,,,,New Word,4下
勺（子） (4.12),勺（子）,sháo(zi),n.,spoon,4.12,,,,New Word,4下
社会 (4.17),社会,shèhuì,n.,society,4.17,,,,New Word,4下
申请 (4.13),申请,shēnqǐng,v.,to apply for,4.13,,,,New Word,4下
省 (4.13),省,shěng,n.,province,4.13,,,,New Word,4下
省 (4.14),省,shěng,v.,"to save, to economize",4.14,,,,New Word,4下
剩 (4.17),剩,shèng,v.,"to be left over, to remain",4.17,,,,New Word,4下
失望 (4.16),失望,shīwàng,v.,disappointed,4.16,,,,New Word,4下
十分 (4.13),十分,shífēn,adv.,"very, extremely",4.13,,,,New Word,4下
使用 (4.12),使用,shǐyòng,v.,to use,4.12,,,,New Word,4下
世纪 (4.18),世纪,shìjì,iw n.,century,4.18,,,,New Word,4下
是否 (4.18),是否,shìfǒu,dadv.,"if, whether",4.18,,,,New Word,4下
收 (4.18),收,shōu,v.,to receive,4.18,,,,New Word,4下
收拾 (4.20),收拾,shōushi,v.,"to put in order, to pack",4.20,,,,New Word,4下
首都 (4.20),首都,shǒudū,n.,capital (of a country),4.20,,,,New Word,4下
受不了 (4.18),受不了,shòubùliǎo,,"cannot stand, cannot bear",4.18,,,,New Word,4下
输 (4.16),输,shū,v.,"to lose, to suffer defeat",4.16,,,,New Word,4下
数量 (4.14),数量,shùliàng,n.,"quantity, amount",4.14,,,,New Word,4下
顺序 (4.11),顺序,shùnxù,n.,"order, sequence",4.11,,,,New Word,4下
死 (4.12),死,sǐ,adj.,"rigid, inflexible",4.12,,,,New Word,4下
速度 (4.14),速度,sùdù,n.,speed,4.14,,,,New Word,4下
塑料袋 (4.14),塑料袋,sùliàodài,n.,plastic bag,4.14,,,,New Word,4下
酸 (4.20),酸,suān,adj.,"sour, tart",4.20,,,,New Word,4下
随着 (4.13),随着,suízhe,prep.,"along with, as",4.13,,,,New Word,4下
孙子 (4.15),孙子,Sūnzǐ,n.,grandson,4.15,,,,New Word,4下
抬 (4.19),抬,tái,v.,"to lift, to raise",4.19,,,,New Word,4下
弹钢琴 (4.15),弹钢琴,dàngāngqín,,to play the piano,4.15,,,,New Word,4下
汤 (4.20),汤,tāng,n.,soup,4.20,,,,New Word,4下
趟 (4.17),趟,tàng,m.,(used for a round trip) time,4.17,,,,New Word,4下
讨论 (4.13),讨论,tǎolùn,v.,"to discuss, to talk over",4.13,,,,New Word,4下
填空 (4.11),填空,tiánkòng,v.,to fill in a blank,4.11,,,,New Word,4下
停 (4.14),停,tíng,v.,"to stop, to cease",4.14,,,,New Word,4下
同情 (4.16),同情,tóngqíng,v.,to show sympathy for,4.16,,,,New Word,4下
同时 (4.11),同时,tóngshí,conj.,"at the same time, meanwhile",4.11,,,,New Word,4下
推 (4.16),推,tuī,v.,"to put off, to postpone",4.16,,,,New Word,4下
推迟 (4.20),推迟,tuīchí,v.,"to postpone, to delay",4.20,,,,New Word,4下
脱 (4.19),脱,tuō,v.,to take off,4.19,,,,New Word,4下
网站 (4.18),网站,wǎngzhàn,n.,website,4.18,,,,New Word,4下
危险 (4.18),危险,wēixiǎn,adj.,dangerous,4.18,,,,New Word,4下
卫生间 (4.14),卫生间,wèishēngjiān,n.,"restroom, bathroom",4.14,,,,New Word,4下
温度 (4.14),温度,wēndù,n.,temperature,4.14,,,,New Word,4下
文章 (4.11),文章,wénzhāng,n.,"essay, article",4.11,,,,New Word,4下
污染 (4.14),污染,wūrǎn,v.,to pollute,4.14,,,,New Word,4下
无 (4.12),无,wú,v.,"not to have, to be without",4.12,,,,New Word,4下
无法 (4.12),无法,wúfǎ,v.,"cannot to, to be unable (to do sth.)",4.12,,,,New Word,4下
无论 (4.11),无论,wúlùn,conj.,"regardless of, no matter (what, how, when, etc.)",4.11,,,,New Word,4下
误会 (4.12),误会,wùhuì,n.,misunderstanding,4.12,,,,New Word,4下
咸 (4.18),咸,xián,adj.,salty,4.18,,,,New Word,4下
相反 (4.12),相反,xiāngfǎn,conj.,on the contrary,4.12,,,,New Word,4下
相同 (4.11),相同,xiāngtóng,adj.,same,4.11,,,,New Word,4下
香 (4.20),香,xiāng,adj.,"fragrant, scented",4.20,,,,New Word,4下
详细 (4.12),详细,xiángxì,adj.,detailed,4.12,,,,New Word,4下
响 (4.15),响,xiǎng,v.,"to sound, to ring",4.15,,,,New Word,4下
小吃 (4.20),小吃,xiǎochī,n.,small and cheap dishes,4.20,,,,New Word,4下
小伙子 (4.16),小伙子,xiǎohuǒzi,n.,young man,4.16,,,,New Word,4下
笑话 (4.20),笑话,xiàohuà,n.,joke,4.20,,,,New Word,4下
信封 (4.18),信封,xìnfēng,n.,envelope,4.18,,,,New Word,4下
信息 (4.18),信息,xìnxī,n.,"news, information",4.18,,,,New Word,4下
行 (4.14),行,xíng,v.,"to be OK, to be all right",4.14,,,,New Word,4下
醒 (4.15),醒,xǐng,v.,"to wake up, to be awake",4.15,,,,New Word,4下
性别 (4.19),性别,xìngbié,n.,"sex, gender",4.19,,,,New Word,4下
学期 (4.19),学期,xuéqī,n.,"term, semester",4.19,,,,New Word,4下
牙膏 (4.14),牙膏,yágāo,n.,toothpaste,4.14,,,,New Word,4下
呀 (4.16),呀,ya,part.,"a variant of the interjection ""阿"", used at the end of a question to soften the tone",4.16,,,,New Word,4下
严格 (4.17),严格,yángé,adj.,"strict, rigorous",4.17,,,,New Word,4下
盐 (4.12),盐,yán,n.,salt,4.12,,,,New Word,4下
眼镜 (4.19),眼镜,yǎnjìng,n.,"glasses, spectacles",4.19,,,,New Word,4下
演出 (4.13),演出,yǎnchū,v.,"to perform, to put on (a show)",4.13,,,,New Word,4下
演员 (4.13),演员,yǎnyuán,n.,actor/actress,4.13,,,,New Word,4下
养成 (4.11),养成,yǎngchéng,v.,"to develop, to form",4.11,,,,New Word,4下
钥匙 (4.20),钥匙,yàoshi,n.,key,4.20,,,,New Word,4下
也许 (4.12),也许,yěxǔ,adv.,"maybe, perhaps",4.12,,,,New Word,4下
叶子 (4.12),叶子,yèzi,n.,leaf,4.12,,,,New Word,4下
页 (4.11),页,yè,m.,page,4.11,,,,New Word,4下
以 (4.14),以,yǐ,prep.,"via, by means of",4.14,,,,New Word,4下
意见 (4.12),意见,yìjiàn,n.,"opinion, suggestion",4.12,,,,New Word,4下
引起 (4.12),引起,yǐnqǐ,v.,"to cause, to lead to",4.12,,,,New Word,4下
由 (4.13),由,yóu,prep.,by (sb.),4.13,,,,New Word,4下
邮局 (4.18),邮局,yóujú,n.,post office,4.18,,,,New Word,4下
友好 (4.12),友好,yǒuhǎo,adj.,friendly,4.12,,,,New Word,4下
有趣 (4.13),有趣,yǒuqù,adj.,"interesting, fun",4.13,,,,New Word,4下
于是 (4.14),于是,yúshì,conj.,"hence, therefore",4.14,,,,New Word,4下
羽毛球 (4.19),羽毛球,yǔmáoqiú,n.,badminton,4.19,,,,New Word,4下
语法 (4.11),语法,yǔfǎ,n.,grammar,4.11,,,,New Word,4下
语言 (4.12),语言,yǔyán,n.,language,4.12,,,,New Word,4下
预习 (4.16),预习,yùxí,v.,to prepare lessons before class,4.16,,,,New Word,4下
原谅 (4.16),原谅,yuánliàng,v.,to forgive,4.16,,,,New Word,4下
阅读 (4.11),阅读,yuèdú,v.,to read,4.11,,,,New Word,4下
云 (4.17),云,yún,n.,cloud,4.17,,,,New Word,4下
允许 (4.18),允许,yǔnxǔ,v.,"to allow, to permit",4.18,,,,New Word,4下
杂志 (4.11),杂志,zázhì,n.,magazine,4.11,,,,New Word,4下
脏 (4.14),脏,zāng,adj.,dirty,4.14,,,,New Word,4下
增加 (4.11),增加,zēngjiā,v.,"to increase, to add",4.11,,,,New Word,4下
占线 (4.19),占线,zhànxiàn,v.,"(of a telephone line) to be busy, to be engaged",4.19,,,,New Word,4下
照 (4.17),照,zhào,v.,"to take a picture, to photograph",4.17,,,,New Word,4下
整理 (4.15),整理,zhěnglǐ,v.,"to tidy up, to arrange",4.15,,,,New Word,4下
正常 (4.13),正常,zhèngcháng,adj.,"normal, regular",4.13,,,,New Word,4下
之 (4.11),之,zhī,part.,connecting the modifier and the word modified,4.11,,,,New Word,4下
直接 (4.12),直接,zhíjiē,adj.,"direct, straight",4.12,,,,New Word,4下
只好 (4.11),只好,zhǐhǎo,adv.,"cannot but, to be forced to",4.11,,,,New Word,4下
纸袋 (4.13),纸袋,zhǐdài,n.,paper bag,4.13,,,,New Word,4下
重 (4.14),重,zhòng,adj.,"heavy, weighty",4.14,,,,New Word,4下
重点 (4.16),重点,chóngdiǎn,n.,"focal point, emphasis",4.16,,,,New Word,4下
重视 (4.16),重视,zhòngshì,v.,to attach importance to,4.16,,,,New Word,4下
祝贺 (4.20),祝贺,zhùhè,v.,to congratulate,4.20,,,,New Word,4下
著名 (4.11),著名,zhùmíng,adj.,"famous,well-known",4.11,,,,New Word,4下
转 (4.19),转,zhuǎn,v.,"to turn, to shift",4.19,,,,New Word,4下
准确 (4.11),准确,zhǔnquè,adj.,"accurate, precise",4.11,,,,New Word,4下
仔细 (4.12),仔细,zǐxì,adj.,"careful, meticulous",4.12,,,,New Word,4下
自信 (4.16),自信,zìxìn,adj.,self-confident,4.16,,,,New Word,4下
租 (4.19),租,zū,v.,"to rent, to lease",4.19,,,,New Word,4下
尊重 (4.16),尊重,zūnzhòng,v.,to respect,4.16,,,,New Word,4下
左右 (4.15),左右,zuǒyòu,n.,"around, or so",4.15,,,,New Word,4下
作用 (4.12),作用,zuòyòng,n.,function,4.12,,,,New Word,4下
作者 (4.18),作者,zuòzhě,n.,author,4.18,,,,New Word,4下
座 (4.18),座,zuò,m.,"used for bridges, mountains, buildings, etc.",4.18,,,,New Word,4下
座位 (4.19),座位,zuòwèi,n.,seat,4.19,,,,New Word,4下
安娜 (4.17),安娜,Ānnà,,name of a person,4.17,,,,Proper Noun,4下
长城 (4.17),长城,Chángchéng,,the Great Wall,4.17,,,,Proper Noun,4下
长江 (4.20),长江,Cháng Jiāng,,"Yangtze River, the longest river in China",4.20,,,,Proper Noun,4下
长江大桥 (4.20),长江大桥,Zhǎngjiāng Dàqiáo,,Yangtze River Bridge (in Nanjing),4.20,,,,Proper Noun,4下
大卫 (4.11),大卫,Dàwèi,,name of a person,4.11,,,,Proper Noun,4下
广东省 (4.13),广东省,Guǎngdōng Shěng,,"Guangdong, a province of China",4.13,,,,Proper Noun,4下
六一儿童节 (4.17),六一儿童节,Liùyī Értóngjié,,International Children's Day,4.17,,,,Proper Noun,4下
首都机场 (4.20),首都机场,Shǒudū Jīchǎng,,Beijing Capital International Airport,4.20,,,,Proper Noun,4下
香山 (4.17),香山,Xiāng Shān,,the Fragrant Hill (in Beijing),4.17,,,,Proper Noun,4下
亚洲 (4.17),亚洲,Yàzhōu,,Asia,4.17,,,,Proper Noun,4下
吵 (4.19),吵,chǎo,adj.,noisy,4.19,,5,,Word Not Included in the Syllabus,4下
达到 (4.12),达到,dádào,v.,"to reach, to attain",4.12,,5,,Word Not Included in the Syllabus,4下
代表 (4.16),代表,dàibiǎo,v.,"to represent, to stand for",4.16,,5,,Word Not Included in the Syllabus,4下
方式 (4.18),方式,fāngshì,n.,"way, mode",4.18,,5,,Word Not Included in the Syllabus,4下
怪 (4.20),怪,guài,adv.,"rather, quite",4.20,,,,Word Not Included in the Syllabus,4下
美人鱼 (4.17),美人鱼,měirényú,n.,mermaid,4.17,,,,Word Not Included in the Syllabus,4下
闹钟 (4.15),闹钟,nàozhōng,n.,alarm clock,4.15,,,,Word Not Included in the Syllabus,4下
事半功倍 (4.12),事半功倍,shìbàngōngbèi,,to achieve twice the result with half the effort,4.12,,,,Word Not Included in the Syllabus,4下
舞蹈 (4.19),舞蹈,wǔdǎo,n.,dance,4.19,,6,,Word Not Included in the Syllabus,4下
抓 (4.18),抓,zhuā,v.,"to catch, to arrest",4.18,,5,,Word Not Included in the Syllabus,4下
